Regions Code,Regions,Passports held (18 categories) Code,Passports held (18 categories),Economic activity status (7 categories) Code,Economic activity status (7 categories),Observation
W92000004,Wales,10,Middle East and Asia: Southern Asia,5,Economically inactive (excluding full-time students),2347
W92000004,Wales,10,Middle East and Asia: Southern Asia,6,Economically inactive and a full-time student,923
W92000004,Wales,11,Middle East and Asia: South-East Asia,-8,Does not apply,299
W92000004,Wales,11,Middle East and Asia: South-East Asia,1,Economically active (excluding full-time students): In employment,1870
W92000004,Wales,11,Middle East and Asia: South-East Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,125
W92000004,Wales,11,Middle East and Asia: South-East Asia,3,Economically active and a full-time student: In employment,65
W92000004,Wales,11,Middle East and Asia: South-East Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,40
W92000004,Wales,11,Middle East and Asia: South-East Asia,5,Economically inactive (excluding full-time students),665
W92000004,Wales,11,Middle East and Asia: South-East Asia,6,Economically inactive and a full-time student,353
W92000004,Wales,12,Middle East and Asia: Central Asia,-8,Does not apply,13
W92000004,Wales,12,Middle East and Asia: Central Asia,1,Economically active (excluding full-time students): In employment,31
W92000004,Wales,12,Middle East and Asia: Central Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1
W92000004,Wales,12,Middle East and Asia: Central Asia,3,Economically active and a full-time student: In employment,1
W92000004,Wales,12,Middle East and Asia: Central Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2
W92000004,Wales,12,Middle East and Asia: Central Asia,5,Economically inactive (excluding full-time students),21
W92000004,Wales,12,Middle East and Asia: Central Asia,6,Economically inactive and a full-time student,9
W92000004,Wales,13,The Americas and the Caribbean: North America,-8,Does not apply,255
W92000004,Wales,13,The Americas and the Caribbean: North America,1,Economically active (excluding full-time students): In employment,1612
W92000004,Wales,13,The Americas and the Caribbean: North America,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,104
W92000004,Wales,13,The Americas and the Caribbean: North America,3,Economically active and a full-time student: In employment,43
W92000004,Wales,13,The Americas and the Caribbean: North America,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,40
W92000004,Wales,13,The Americas and the Caribbean: North America,5,Economically inactive (excluding full-time students),936
W92000004,Wales,13,The Americas and the Caribbean: North America,6,Economically inactive and a full-time student,209
W92000004,Wales,14,The Americas and the Caribbean: Central and South America,-8,Does not apply,155
W92000004,Wales,14,The Americas and the Caribbean: Central and South America,1,Economically active (excluding full-time students): In employment,823
W92000004,Wales,14,The Americas and the Caribbean: Central and South America,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,68
W92000004,Wales,14,The Americas and the Caribbean: Central and South America,3,Economically active and a full-time student: In employment,64
W92000004,Wales,14,The Americas and the Caribbean: Central and South America,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,24
W92000004,Wales,14,The Americas and the Caribbean: Central and South America,5,Economically inactive (excluding full-time students),276
W92000004,Wales,14,The Americas and the Caribbean: Central and South America,6,Economically inactive and a full-time student,118
W92000004,Wales,15,"Antarctica and Oceania, including Australasia",-8,Does not apply,87
W92000004,Wales,15,"Antarctica and Oceania, including Australasia",1,Economically active (excluding full-time students): In employment,937
W92000004,Wales,15,"Antarctica and Oceania, including Australasia",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,31
W92000004,Wales,15,"Antarctica and Oceania, including Australasia",3,Economically active and a full-time student: In employment,6
W92000004,Wales,15,"Antarctica and Oceania, including Australasia",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,3
W92000004,Wales,15,"Antarctica and Oceania, including Australasia",5,Economically inactive (excluding full-time students),346
W92000004,Wales,15,"Antarctica and Oceania, including Australasia",6,Economically inactive and a full-time student,47
W92000004,Wales,16,British Overseas Territories,-8,Does not apply,1
W92000004,Wales,16,British Overseas Territories,1,Economically active (excluding full-time students): In employment,4
W92000004,Wales,16,British Overseas Territories,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
W92000004,Wales,16,British Overseas Territories,3,Economically active and a full-time student: In employment,0
W92000004,Wales,16,British Overseas Territories,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
W92000004,Wales,16,British Overseas Territories,5,Economically inactive (excluding full-time students),4
W92000004,Wales,16,British Overseas Territories,6,Economically inactive and a full-time student,2
W92000004,Wales,17,No passport held,-8,Does not apply,175293
W92000004,Wales,17,No passport held,1,Economically active (excluding full-time students): In employment,110687
W92000004,Wales,17,No passport held,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,14206
W92000004,Wales,17,No passport held,3,Economically active and a full-time student: In employment,2107
W92000004,Wales,17,No passport held,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1283
