Regions Code,Regions,Passports held (18 categories) Code,Passports held (18 categories),Disability (3 categories) Code,Disability (3 categories),National Statistics Socio-economic Classification (NS-SeC) (10 categories) Code,National Statistics Socio-economic Classification (NS-SeC) (10 categories),Observation
E12000009,South West,9,Middle East and Asia: Eastern Asia,-8,Does not apply,7,L13: Routine occupations,0
E12000009,South West,9,Middle East and Asia: Eastern Asia,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000009,South West,9,Middle East and Asia: Eastern Asia,-8,Does not apply,9,L15: Full-time students,0
E12000009,South West,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,-8,Does not apply,18
E12000009,South West,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",39
E12000009,South West,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",51
E12000009,South West,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,3,L7: Intermediate occupations,30
E12000009,South West,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,24
E12000009,South West,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,21
E12000009,South West,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,6,L12: Semi-routine occupations,17
E12000009,South West,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,7,L13: Routine occupations,31
E12000009,South West,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,39
E12000009,South West,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,9,L15: Full-time students,67
E12000009,South West,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,-8,Does not apply,776
E12000009,South West,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1106
E12000009,South West,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",945
E12000009,South West,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,3,L7: Intermediate occupations,519
E12000009,South West,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,574
E12000009,South West,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,444
E12000009,South West,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,6,L12: Semi-routine occupations,453
E12000009,South West,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,7,L13: Routine occupations,402
E12000009,South West,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,570
E12000009,South West,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,9,L15: Full-time students,1407
E12000009,South West,10,Middle East and Asia: Southern Asia,-8,Does not apply,-8,Does not apply,0
E12000009,South West,10,Middle East and Asia: Southern Asia,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000009,South West,10,Middle East and Asia: Southern Asia,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000009,South West,10,Middle East and Asia: Southern Asia,-8,Does not apply,3,L7: Intermediate occupations,0
E12000009,South West,10,Middle East and Asia: Southern Asia,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000009,South West,10,Middle East and Asia: Southern Asia,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000009,South West,10,Middle East and Asia: Southern Asia,-8,Does not apply,6,L12: Semi-routine occupations,0
E12000009,South West,10,Middle East and Asia: Southern Asia,-8,Does not apply,7,L13: Routine occupations,0
E12000009,South West,10,Middle East and Asia: Southern Asia,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000009,South West,10,Middle East and Asia: Southern Asia,-8,Does not apply,9,L15: Full-time students,0
E12000009,South West,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,-8,Does not apply,80
E12000009,South West,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",111
E12000009,South West,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",101
E12000009,South West,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,3,L7: Intermediate occupations,57
E12000009,South West,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,77
E12000009,South West,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,46
E12000009,South West,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,6,L12: Semi-routine occupations,121
E12000009,South West,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,7,L13: Routine occupations,205
E12000009,South West,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,409
E12000009,South West,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,9,L15: Full-time students,67
E12000009,South West,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,-8,Does not apply,4112
E12000009,South West,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",3523
E12000009,South West,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",3427
E12000009,South West,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,3,L7: Intermediate occupations,1229
E12000009,South West,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,982
E12000009,South West,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,701
E12000009,South West,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,6,L12: Semi-routine occupations,2290
E12000009,South West,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,7,L13: Routine occupations,2953
E12000009,South West,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,2995
E12000009,South West,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,9,L15: Full-time students,1853
E12000009,South West,11,Middle East and Asia: South-East Asia,-8,Does not apply,-8,Does not apply,0
E12000009,South West,11,Middle East and Asia: South-East Asia,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000009,South West,11,Middle East and Asia: South-East Asia,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000009,South West,11,Middle East and Asia: South-East Asia,-8,Does not apply,3,L7: Intermediate occupations,0
E12000009,South West,11,Middle East and Asia: South-East Asia,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000009,South West,11,Middle East and Asia: South-East Asia,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000009,South West,11,Middle East and Asia: South-East Asia,-8,Does not apply,6,L12: Semi-routine occupations,0
E12000009,South West,11,Middle East and Asia: South-East Asia,-8,Does not apply,7,L13: Routine occupations,0
E12000009,South West,11,Middle East and Asia: South-East Asia,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000009,South West,11,Middle East and Asia: South-East Asia,-8,Does not apply,9,L15: Full-time students,0
E12000009,South West,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,-8,Does not apply,20
E12000009,South West,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",41
E12000009,South West,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",50
E12000009,South West,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,3,L7: Intermediate occupations,27
E12000009,South West,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,43
E12000009,South West,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,25
E12000009,South West,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,6,L12: Semi-routine occupations,66
E12000009,South West,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,7,L13: Routine occupations,61
E12000009,South West,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,49
E12000009,South West,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,9,L15: Full-time students,69
E12000009,South West,11,Middle East and Asia: South-East Asia,2,Not disabled under the Equality Act,-8,Does not apply,656
E12000009,South West,11,Middle East and Asia: South-East Asia,2,Not disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",801
E12000009,South West,11,Middle East and Asia: South-East Asia,2,Not disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",2060
E12000009,South West,11,Middle East and Asia: South-East Asia,2,Not disabled under the Equality Act,3,L7: Intermediate occupations,558
E12000009,South West,11,Middle East and Asia: South-East Asia,2,Not disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,479
E12000009,South West,11,Middle East and Asia: South-East Asia,2,Not disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,515
E12000009,South West,11,Middle East and Asia: South-East Asia,2,Not disabled under the Equality Act,6,L12: Semi-routine occupations,1232
E12000009,South West,11,Middle East and Asia: South-East Asia,2,Not disabled under the Equality Act,7,L13: Routine occupations,973
E12000009,South West,11,Middle East and Asia: South-East Asia,2,Not disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,666
E12000009,South West,11,Middle East and Asia: South-East Asia,2,Not disabled under the Equality Act,9,L15: Full-time students,1073
E12000009,South West,12,Middle East and Asia: Central Asia,-8,Does not apply,-8,Does not apply,0
E12000009,South West,12,Middle East and Asia: Central Asia,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000009,South West,12,Middle East and Asia: Central Asia,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000009,South West,12,Middle East and Asia: Central Asia,-8,Does not apply,3,L7: Intermediate occupations,0
E12000009,South West,12,Middle East and Asia: Central Asia,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000009,South West,12,Middle East and Asia: Central Asia,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000009,South West,12,Middle East and Asia: Central Asia,-8,Does not apply,6,L12: Semi-routine occupations,0
E12000009,South West,12,Middle East and Asia: Central Asia,-8,Does not apply,7,L13: Routine occupations,0
