Regions Code,Regions,Passports held (18 categories) Code,Passports held (18 categories),Economic activity status (7 categories) Code,Economic activity status (7 categories),Disability (3 categories) Code,Disability (3 categories),Observation
E12000008,South East,16,British Overseas Territories,6,Economically inactive and a full-time student,1,Disabled under the Equality Act,0
E12000008,South East,16,British Overseas Territories,6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,4
E12000008,South East,17,No passport held,-8,Does not apply,-8,Does not apply,0
E12000008,South East,17,No passport held,-8,Does not apply,1,Disabled under the Equality Act,32980
E12000008,South East,17,No passport held,-8,Does not apply,2,Not disabled under the Equality Act,334631
E12000008,South East,17,No passport held,1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000008,South East,17,No passport held,1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,33142
E12000008,South East,17,No passport held,1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,158377
E12000008,South East,17,No passport held,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000008,South East,17,No passport held,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,5865
E12000008,South East,17,No passport held,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,17327
E12000008,South East,17,No passport held,3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000008,South East,17,No passport held,3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,570
E12000008,South East,17,No passport held,3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,3106
E12000008,South East,17,No passport held,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000008,South East,17,No passport held,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,376
E12000008,South East,17,No passport held,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,1665
E12000008,South East,17,No passport held,5,Economically inactive (excluding full-time students),-8,Does not apply,0
E12000008,South East,17,No passport held,5,Economically inactive (excluding full-time students),1,Disabled under the Equality Act,202569
E12000008,South East,17,No passport held,5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,189746
E12000008,South East,17,No passport held,6,Economically inactive and a full-time student,-8,Does not apply,0
E12000008,South East,17,No passport held,6,Economically inactive and a full-time student,1,Disabled under the Equality Act,6852
E12000008,South East,17,No passport held,6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,16489
E12000009,South West,-8,Does not apply,-8,Does not apply,-8,Does not apply,0
E12000009,South West,-8,Does not apply,-8,Does not apply,1,Disabled under the Equality Act,0
E12000009,South West,-8,Does not apply,-8,Does not apply,2,Not disabled under the Equality Act,0
E12000009,South West,-8,Does not apply,1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000009,South West,-8,Does not apply,1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,0
E12000009,South West,-8,Does not apply,1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,0
E12000009,South West,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000009,South West,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,0
E12000009,South West,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,0
E12000009,South West,-8,Does not apply,3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000009,South West,-8,Does not apply,3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,0
E12000009,South West,-8,Does not apply,3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,0
E12000009,South West,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000009,South West,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,0
E12000009,South West,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,0
E12000009,South West,-8,Does not apply,5,Economically inactive (excluding full-time students),-8,Does not apply,0
E12000009,South West,-8,Does not apply,5,Economically inactive (excluding full-time students),1,Disabled under the Equality Act,0
E12000009,South West,-8,Does not apply,5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,0
E12000009,South West,-8,Does not apply,6,Economically inactive and a full-time student,-8,Does not apply,0
E12000009,South West,-8,Does not apply,6,Economically inactive and a full-time student,1,Disabled under the Equality Act,0
E12000009,South West,-8,Does not apply,6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,0
E12000009,South West,1,Europe: United Kingdom,-8,Does not apply,-8,Does not apply,0
E12000009,South West,1,Europe: United Kingdom,-8,Does not apply,1,Disabled under the Equality Act,38825
E12000009,South West,1,Europe: United Kingdom,-8,Does not apply,2,Not disabled under the Equality Act,592765
E12000009,South West,1,Europe: United Kingdom,1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000009,South West,1,Europe: United Kingdom,1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,232156
